ScaffoldNickname,Scaffold,Length,newChr,newStart,newEnd,newOrientation,oldChr,oldStart,oldEnd
UnSc1024,1136,6668,chrUn,23043366,23050033,unknown,chrUn,58735533,58742200
UnSc1184,1296,6668,chrUn,23051034,23057701,unknown,chrUn,59884438,59891105
UnSc1012,1124,6664,chrUn,23058702,23065365,unknown,chrUn,58642106,58648769
UnSc1014,1126,6645,chrUn,23066366,23073010,unknown,chrUn,58657526,58664170
UnSc1145,1257,6641,chrUn,23074011,23080651,unknown,chrUn,59618549,59625189
UnSc1026,1138,6620,chrUn,23081652,23088271,unknown,chrUn,58750753,58757372
UnSc1015,1127,6613,chrUn,23089272,23095884,unknown,chrUn,58665171,58671783
UnSc1016,1128,6611,chrUn,23096885,23103495,unknown,chrUn,58672784,58679394
UnSc1018,1130,6606,chrUn,23104496,23111101,unknown,chrUn,58688105,58694710
UnSc1065,1177,6584,chrUn,23112102,23118685,unknown,chrUn,59043526,59050109
UnSc1020,1132,6580,chrUn,23119686,23126265,unknown,chrUn,58703412,58709991
UnSc1021,1133,6574,chrUn,23127266,23133839,unknown,chrUn,58710992,58717565
UnSc1025,1137,6552,chrUn,23134840,23141391,unknown,chrUn,58743201,58749752
UnSc1049,1161,6543,chrUn,23142392,23148934,unknown,chrUn,58924328,58930870
UnSc1196,1308,6532,chrUn,23149935,23156466,unknown,chrUn,59965906,59972437
UnSc1200,1312,6504,chrUn,23157467,23163970,unknown,chrUn,59992906,59999409
UnSc1028,1140,6491,chrUn,23164971,23171461,unknown,chrUn,58767520,58774010
UnSc1029,1141,6487,chrUn,23172462,23178948,unknown,chrUn,58775011,58781497
UnSc1030,1142,6487,chrUn,23179949,23186435,unknown,chrUn,58782498,58788984
UnSc1031,1143,6483,chrUn,23187436,23193918,unknown,chrUn,58789985,58796467
UnSc1032,1144,6472,chrUn,23194919,23201390,unknown,chrUn,58797468,58803939
UnSc1033,1145,6456,chrUn,23202391,23208846,unknown,chrUn,58804940,58811395
UnSc1034,1146,6453,chrUn,23209847,23216299,unknown,chrUn,58812396,58818848
UnSc1185,1297,6445,chrUn,23217300,23223744,unknown,chrUn,59892106,59898550
UnSc1036,1148,6444,chrUn,23224745,23231188,unknown,chrUn,58827538,58833981
UnSc1037,1149,6438,chrUn,23232189,23238626,unknown,chrUn,58834982,58841419
UnSc1328,1440,6437,chrUn,23239627,23246063,unknown,chrUn,60793033,60799469
UnSc1227,1339,6436,chrUn,23247064,23253499,unknown,chrUn,60168150,60174585
UnSc1038,1150,6435,chrUn,23254500,23260934,unknown,chrUn,58842420,58848854
UnSc1279,1391,6435,chrUn,23261935,23268369,unknown,chrUn,60496705,60503139
UnSc1039,1151,6432,chrUn,23269370,23275801,unknown,chrUn,58849855,58856286
UnSc1081,1193,6428,chrUn,23276802,23283229,unknown,chrUn,59165040,59171467
UnSc1372,1484,6425,chrUn,23284230,23290654,unknown,chrUn,61062870,61069294
UnSc1040,1152,6422,chrUn,23291655,23298076,unknown,chrUn,58857287,58863708
UnSc1041,1153,6421,chrUn,23299077,23305497,unknown,chrUn,58864709,58871129
UnSc1042,1154,6418,chrUn,23306498,23312915,unknown,chrUn,58872130,58878547
UnSc1043,1155,6418,chrUn,23313916,23320333,unknown,chrUn,58879548,58885965
UnSc1355,1467,6412,chrUn,23321334,23327745,unknown,chrUn,60957669,60964080
UnSc1044,1156,6409,chrUn,23328746,23335154,unknown,chrUn,58886966,58893374
UnSc1163,1275,6407,chrUn,23336155,23342561,unknown,chrUn,59742506,59748912
UnSc1045,1157,6405,chrUn,23343562,23349966,unknown,chrUn,58894375,58900779
UnSc1095,1207,6402,chrUn,23350967,23357368,unknown,chrUn,59265881,59272282
UnSc1046,1158,6395,chrUn,23358369,23364763,unknown,chrUn,58901780,58908174
UnSc1278,1390,6395,chrUn,23365764,23372158,unknown,chrUn,60489310,60495704
UnSc1109,1221,6384,chrUn,23373159,23379542,unknown,chrUn,59366736,59373119
UnSc1174,1286,6378,chrUn,23380543,23386920,unknown,chrUn,59816548,59822925
UnSc1117,1229,6375,chrUn,23387921,23394295,unknown,chrUn,59422621,59428995
UnSc1048,1160,6365,chrUn,23395296,23401660,unknown,chrUn,58916963,58923327
UnSc1193,1305,6365,chrUn,23402661,23409025,unknown,chrUn,59945782,59952146
UnSc1067,1179,6357,chrUn,23410026,23416382,unknown,chrUn,59058368,59064724
UnSc1082,1194,6346,chrUn,23417383,23423728,unknown,chrUn,59172468,59178813
UnSc1085,1197,6344,chrUn,23424729,23431072,unknown,chrUn,59194195,59200538
UnSc1050,1162,6338,chrUn,23432073,23438410,unknown,chrUn,58931871,58938208
UnSc1051,1163,6336,chrUn,23439411,23445746,unknown,chrUn,58939209,58945544
UnSc1052,1164,6331,chrUn,23446747,23453077,unknown,chrUn,58946545,58952875
UnSc1167,1279,6328,chrUn,23454078,23460405,unknown,chrUn,59769579,59775906
UnSc1218,1330,6325,chrUn,23461406,23467730,unknown,chrUn,60109955,60116279
UnSc1054,1166,6324,chrUn,23468731,23475054,unknown,chrUn,58961702,58968025
UnSc1055,1167,6324,chrUn,23476055,23482378,unknown,chrUn,58969026,58975349
UnSc1071,1183,6324,chrUn,23483379,23489702,unknown,chrUn,59087454,59093777
UnSc1056,1168,6320,chrUn,23490703,23497022,unknown,chrUn,58976350,58982669
UnSc1058,1170,6306,chrUn,23498023,23504328,unknown,chrUn,58991377,58997682
UnSc1059,1171,6305,chrUn,23505329,23511633,unknown,chrUn,58998683,59004987
UnSc1061,1173,6303,chrUn,23512634,23518936,unknown,chrUn,59013853,59020155
UnSc1063,1175,6299,chrUn,23519937,23526235,unknown,chrUn,59028948,59035246
UnSc1191,1303,6285,chrUn,23527236,23533520,unknown,chrUn,59931987,59938271
UnSc1064,1176,6279,chrUn,23534521,23540799,unknown,chrUn,59036247,59042525
UnSc1127,1239,6275,chrUn,23541800,23548074,unknown,chrUn,59491956,59498230
UnSc1151,1263,6271,chrUn,23549075,23555345,unknown,chrUn,59659534,59665804
UnSc1084,1196,6263,chrUn,23556346,23562608,unknown,chrUn,59186932,59193194
UnSc1066,1178,6258,chrUn,23563609,23569866,unknown,chrUn,59051110,59057367
UnSc1068,1180,6251,chrUn,23570867,23577117,unknown,chrUn,59065725,59071975
UnSc1069,1181,6249,chrUn,23578118,23584366,unknown,chrUn,59072976,59079224
UnSc1070,1182,6229,chrUn,23585367,23591595,unknown,chrUn,59080225,59086453
UnSc1347,1459,6221,chrUn,23592596,23598816,unknown,chrUn,60907505,60913725
UnSc1073,1185,6194,chrUn,23599817,23606010,unknown,chrUn,59104817,59111010
UnSc1107,1219,6172,chrUn,23607011,23613182,unknown,chrUn,59352626,59358797
UnSc1152,1264,6169,chrUn,23614183,23620351,unknown,chrUn,59666805,59672973
UnSc1076,1188,6168,chrUn,23621352,23627519,unknown,chrUn,59129285,59135452
UnSc1077,1189,6167,chrUn,23628520,23634686,unknown,chrUn,59136453,59142619
UnSc1160,1272,6155,chrUn,23635687,23641841,unknown,chrUn,59721444,59727598
UnSc1078,1190,6149,chrUn,23642842,23648990,unknown,chrUn,59143620,59149768
UnSc1079,1191,6137,chrUn,23649991,23656127,unknown,chrUn,59150769,59156905
UnSc1080,1192,6134,chrUn,23657128,23663261,unknown,chrUn,59157906,59164039
UnSc1083,1195,6118,chrUn,23664262,23670379,unknown,chrUn,59179814,59185931
UnSc1161,1273,6115,chrUn,23671380,23677494,unknown,chrUn,59728599,59734713
UnSc1159,1271,6114,chrUn,23678495,23684608,unknown,chrUn,59714330,59720443
UnSc1104,1216,6102,chrUn,23685609,23691710,unknown,chrUn,59331579,59337680
UnSc1086,1198,6089,chrUn,23692711,23698799,unknown,chrUn,59201539,59207627
UnSc1087,1199,6079,chrUn,23699800,23705878,unknown,chrUn,59208628,59214706
UnSc1154,1266,6073,chrUn,23706879,23712951,unknown,chrUn,59680713,59686785
UnSc1212,1324,6072,chrUn,23713952,23720023,unknown,chrUn,60071378,60077449
UnSc1307,1419,6071,chrUn,23721024,23727094,unknown,chrUn,60669290,60675360
UnSc1088,1200,6064,chrUn,23728095,23734158,unknown,chrUn,59215707,59221770
UnSc1090,1202,6054,chrUn,23735159,23741212,unknown,chrUn,59230642,59236695
UnSc1091,1203,6053,chrUn,23742213,23748265,unknown,chrUn,59237696,59243748
UnSc1113,1225,6052,chrUn,23749266,23755317,unknown,chrUn,59394875,59400926
UnSc1092,1204,6051,chrUn,23756318,23762368,unknown,chrUn,59244749,59250799
UnSc1210,1322,6048,chrUn,23763369,23769416,unknown,chrUn,60058027,60064074
UnSc1132,1244,6044,chrUn,23770417,23776460,unknown,chrUn,59526543,59532586
UnSc1093,1205,6042,chrUn,23777461,23783502,unknown,chrUn,59251800,59257841
UnSc1441,1553,6040,chrUn,23784503,23790542,unknown,chrUn,61462079,61468118
UnSc1094,1206,6039,chrUn,23791543,23797581,unknown,chrUn,59258842,59264880
UnSc1288,1400,6036,chrUn,23798582,23804617,unknown,chrUn,60552307,60558342
UnSc1096,1208,6034,chrUn,23805618,23811651,unknown,chrUn,59273283,59279316
UnSc1144,1256,6033,chrUn,23812652,23818684,unknown,chrUn,59611516,59617548
UnSc1365,1477,6023,chrUn,23819685,23825707,unknown,chrUn,61019184,61025206
UnSc1201,1313,6012,chrUn,23826708,23832719,unknown,chrUn,60000410,60006421
UnSc1098,1210,6005,chrUn,23833720,23839724,unknown,chrUn,59289613,59295617
UnSc1099,1211,6004,chrUn,23840725,23846728,unknown,chrUn,59296618,59302621
UnSc1100,1212,5994,chrUn,23847729,23853722,unknown,chrUn,59303622,59309615
UnSc1101,1213,5993,chrUn,23854723,23860715,unknown,chrUn,59310616,59316608
UnSc1102,1214,5989,chrUn,23861716,23867704,unknown,chrUn,59317609,59323597
UnSc1122,1234,5989,chrUn,23868705,23874693,unknown,chrUn,59457645,59463633
UnSc1266,1378,5987,chrUn,23875694,23881680,unknown,chrUn,60413294,60419280
UnSc1103,1215,5981,chrUn,23882681,23888661,unknown,chrUn,59324598,59330578
UnSc1305,1417,5978,chrUn,23889662,23895639,unknown,chrUn,60655627,60661604
UnSc1105,1217,5976,chrUn,23896640,23902615,unknown,chrUn,59338681,59344656
UnSc1140,1252,5973,chrUn,23903616,23909588,unknown,chrUn,59584333,59590305
UnSc1106,1218,5969,chrUn,23910589,23916557,unknown,chrUn,59345657,59351625
UnSc1118,1230,5969,chrUn,23917558,23923526,unknown,chrUn,59429996,59435964
UnSc1120,1232,5962,chrUn,23924527,23930488,unknown,chrUn,59443831,59449792
UnSc1108,1220,5938,chrUn,23931489,23937426,unknown,chrUn,59359798,59365735
UnSc1131,1243,5935,chrUn,23938427,23944361,unknown,chrUn,59519608,59525542
UnSc1110,1222,5920,chrUn,23945362,23951281,unknown,chrUn,59374120,59380039
UnSc1111,1223,5918,chrUn,23952282,23958199,unknown,chrUn,59381040,59386957
UnSc1112,1224,5917,chrUn,23959200,23965116,unknown,chrUn,59387958,59393874
UnSc1114,1226,5909,chrUn,23966117,23972025,unknown,chrUn,59401927,59407835
UnSc1115,1227,5901,chrUn,23973026,23978926,unknown,chrUn,59408836,59414736
UnSc1258,1370,5899,chrUn,23979927,23985825,unknown,chrUn,60363180,60369078
UnSc1116,1228,5884,chrUn,23986826,23992709,unknown,chrUn,59415737,59421620
UnSc1453,1565,5867,chrUn,23993710,23999576,unknown,chrUn,61532018,61537884
UnSc1119,1231,5866,chrUn,24000577,24006442,unknown,chrUn,59436965,59442830
UnSc1121,1233,5852,chrUn,24007443,24013294,unknown,chrUn,59450793,59456644
UnSc1313,1425,5848,chrUn,24014295,24020142,unknown,chrUn,60705796,60711643
UnSc1123,1235,5837,chrUn,24021143,24026979,unknown,chrUn,59464634,59470470
UnSc1124,1236,5833,chrUn,24027980,24033812,unknown,chrUn,59471471,59477303
UnSc1125,1237,5827,chrUn,24034813,24040639,unknown,chrUn,59478304,59484130
UnSc1126,1238,5825,chrUn,24041640,24047464,unknown,chrUn,59485131,59490955
UnSc1336,1448,5821,chrUn,24048465,24054285,unknown,chrUn,60841440,60847260
UnSc1226,1338,5820,chrUn,24055286,24061105,unknown,chrUn,60161330,60167149
UnSc1183,1295,5817,chrUn,24062106,24067922,unknown,chrUn,59877621,59883437
UnSc1142,1254,5815,chrUn,24068923,24074737,unknown,chrUn,59598008,59603822
UnSc1408,1520,5804,chrUn,24075738,24081541,unknown,chrUn,61271899,61277702
UnSc1128,1240,5796,chrUn,24082542,24088337,unknown,chrUn,59499231,59505026
UnSc1129,1241,5792,chrUn,24089338,24095129,unknown,chrUn,59506027,59511818
UnSc1162,1274,5792,chrUn,24096130,24101921,unknown,chrUn,59735714,59741505
UnSc1130,1242,5789,chrUn,24102922,24108710,unknown,chrUn,59512819,59518607
UnSc1172,1284,5776,chrUn,24109711,24115486,unknown,chrUn,59803268,59809043
UnSc1287,1399,5771,chrUn,24116487,24122257,unknown,chrUn,60545536,60551306
UnSc1197,1309,5766,chrUn,24123258,24129023,unknown,chrUn,59973438,59979203
UnSc1133,1245,5764,chrUn,24130024,24135787,unknown,chrUn,59533587,59539350
UnSc1363,1475,5760,chrUn,24136788,24142547,unknown,chrUn,61007144,61012903
UnSc1135,1247,5757,chrUn,24143548,24149304,unknown,chrUn,59548677,59554433
UnSc1238,1350,5757,chrUn,24150305,24156061,unknown,chrUn,60237886,60243642
UnSc1261,1373,5757,chrUn,24157062,24162818,unknown,chrUn,60382182,60387938
UnSc1292,1404,5754,chrUn,24163819,24169572,unknown,chrUn,60577075,60582828
UnSc1155,1267,5751,chrUn,24170573,24176323,unknown,chrUn,59687786,59693536
UnSc1252,1364,5748,chrUn,24177324,24183071,unknown,chrUn,60325451,60331198
UnSc1391,1503,5746,chrUn,24184072,24189817,unknown,chrUn,61173573,61179318
UnSc1293,1405,5740,chrUn,24190818,24196557,unknown,chrUn,60583829,60589568
UnSc1153,1265,5739,chrUn,24197558,24203296,unknown,chrUn,59673974,59679712
UnSc1168,1280,5732,chrUn,24204297,24210028,unknown,chrUn,59776907,59782638
UnSc1137,1249,5728,chrUn,24211029,24216756,unknown,chrUn,59564168,59569895
UnSc1138,1250,5724,chrUn,24217757,24223480,unknown,chrUn,59570896,59576619
UnSc1139,1251,5713,chrUn,24224481,24230193,unknown,chrUn,59577620,59583332
UnSc1254,1366,5705,chrUn,24231194,24236898,unknown,chrUn,60338370,60344074
UnSc1249,1361,5704,chrUn,24237899,24243602,unknown,chrUn,60306588,60312291
UnSc1141,1253,5702,chrUn,24244603,24250304,unknown,chrUn,59591306,59597007
UnSc1143,1255,5693,chrUn,24251305,24256997,unknown,chrUn,59604823,59610515
UnSc1306,1418,5685,chrUn,24257998,24263682,unknown,chrUn,60662605,60668289
UnSc1146,1258,5679,chrUn,24264683,24270361,unknown,chrUn,59626190,59631868
UnSc1221,1333,5678,chrUn,24271362,24277039,unknown,chrUn,60129830,60135507
UnSc1147,1259,5677,chrUn,24278040,24283716,unknown,chrUn,59632869,59638545
UnSc1148,1260,5665,chrUn,24284717,24290381,unknown,chrUn,59639546,59645210
UnSc1149,1261,5664,chrUn,24291382,24297045,unknown,chrUn,59646211,59651874
UnSc1150,1262,5659,chrUn,24298046,24303704,unknown,chrUn,59652875,59658533
UnSc1247,1359,5640,chrUn,24304705,24310344,unknown,chrUn,60293739,60299378
UnSc1360,1472,5630,chrUn,24311345,24316974,unknown,chrUn,60989895,60995524
UnSc1411,1523,5615,chrUn,24317975,24323589,unknown,chrUn,61288993,61294607
UnSc1169,1281,5614,chrUn,24324590,24330203,unknown,chrUn,59783639,59789252
UnSc1156,1268,5608,chrUn,24331204,24336811,unknown,chrUn,59694537,59700144
UnSc1300,1412,5608,chrUn,24337812,24343419,unknown,chrUn,60625087,60630694
UnSc1341,1453,5608,chrUn,24344420,24350027,unknown,chrUn,60872954,60878561
UnSc1353,1465,5604,chrUn,24351028,24356631,unknown,chrUn,60944843,60950446
UnSc1157,1269,5599,chrUn,24357632,24363230,unknown,chrUn,59701145,59706743
UnSc1176,1288,5594,chrUn,24364231,24369824,unknown,chrUn,59830423,59836016
UnSc1187,1299,5589,chrUn,24370825,24376413,unknown,chrUn,59906002,59911590
UnSc1158,1270,5586,chrUn,24377414,24382999,unknown,chrUn,59707744,59713329
UnSc1182,1294,5581,chrUn,24384000,24389580,unknown,chrUn,59871040,59876620
UnSc1317,1429,5575,chrUn,24390581,24396155,unknown,chrUn,60729889,60735463
UnSc1337,1449,5571,chrUn,24397156,24402726,unknown,chrUn,60848261,60853831
UnSc1370,1482,5565,chrUn,24403727,24409291,unknown,chrUn,61050746,61056310
UnSc1164,1276,5558,chrUn,24410292,24415849,unknown,chrUn,59749913,59755470
UnSc1165,1277,5556,chrUn,24416850,24422405,unknown,chrUn,59756471,59762026
UnSc1166,1278,5552,chrUn,24423406,24428957,unknown,chrUn,59763027,59768578
UnSc1237,1349,5546,chrUn,24429958,24435503,unknown,chrUn,60231340,60236885
UnSc1319,1431,5533,chrUn,24436504,24442036,unknown,chrUn,60741998,60747530
UnSc1340,1452,5533,chrUn,24443037,24448569,unknown,chrUn,60866421,60871953
UnSc1190,1302,5529,chrUn,24449570,24455098,unknown,chrUn,59925458,59930986
UnSc1302,1414,5527,chrUn,24456099,24461625,unknown,chrUn,60637373,60642899
UnSc1170,1282,5510,chrUn,24462626,24468135,unknown,chrUn,59790253,59795762
UnSc1192,1304,5510,chrUn,24469136,24474645,unknown,chrUn,59939272,59944781
UnSc1405,1517,5506,chrUn,24475646,24481151,unknown,chrUn,61255496,61261001
UnSc1171,1283,5505,chrUn,24482152,24487656,unknown,chrUn,59796763,59802267
UnSc1173,1285,5504,chrUn,24488657,24494160,unknown,chrUn,59810044,59815547
UnSc1447,1559,5502,chrUn,24495161,24500662,unknown,chrUn,61497285,61502786
UnSc1175,1287,5497,chrUn,24501663,24507159,unknown,chrUn,59823926,59829422
UnSc1331,1443,5497,chrUn,24508160,24513656,unknown,chrUn,60811467,60816963
UnSc1369,1481,5491,chrUn,24514657,24520147,unknown,chrUn,61044255,61049745
UnSc1177,1289,5489,chrUn,24521148,24526636,unknown,chrUn,59837017,59842505
UnSc1178,1290,5487,chrUn,24527637,24533123,unknown,chrUn,59843506,59848992
UnSc1180,1292,5485,chrUn,24534124,24539608,unknown,chrUn,59858071,59863555
UnSc1181,1293,5484,chrUn,24540609,24546092,unknown,chrUn,59864556,59870039
UnSc1368,1480,5474,chrUn,24547093,24552566,unknown,chrUn,61037781,61043254
UnSc1388,1500,5474,chrUn,24553567,24559040,unknown,chrUn,61155285,61160758
UnSc1335,1447,5464,chrUn,24560041,24565504,unknown,chrUn,60834976,60840439
UnSc1186,1298,5451,chrUn,24566505,24571955,unknown,chrUn,59899551,59905001
UnSc1374,1486,5436,chrUn,24572956,24578391,unknown,chrUn,61076699,61082134
UnSc1413,1525,5436,chrUn,24579392,24584827,unknown,chrUn,61301931,61307366
UnSc1188,1300,5434,chrUn,24585828,24591261,unknown,chrUn,59912591,59918024
UnSc1189,1301,5433,chrUn,24592262,24597694,unknown,chrUn,59919025,59924457
UnSc1376,1488,5430,chrUn,24598695,24604124,unknown,chrUn,61088114,61093543
UnSc1215,1327,5420,chrUn,24605125,24610544,unknown,chrUn,60091015,60096434
UnSc1273,1385,5407,chrUn,24611545,24616951,unknown,chrUn,60459275,60464681
UnSc1208,1320,5406,chrUn,24617952,24623357,unknown,chrUn,60045316,60050721
UnSc1373,1485,5404,chrUn,24624358,24629761,unknown,chrUn,61070295,61075698
UnSc1194,1306,5380,chrUn,24630762,24636141,unknown,chrUn,59953147,59958526
UnSc1195,1307,5379,chrUn,24637142,24642520,unknown,chrUn,59959527,59964905
UnSc1352,1464,5376,chrUn,24643521,24648896,unknown,chrUn,60938467,60943842
UnSc1430,1542,5374,chrUn,24649897,24655270,unknown,chrUn,61403485,61408858
UnSc1402,1514,5360,chrUn,24656271,24661630,unknown,chrUn,61238346,61243705
UnSc1198,1310,5358,chrUn,24662631,24667988,unknown,chrUn,59980204,59985561
UnSc1199,1311,5344,chrUn,24668989,24674332,unknown,chrUn,59986562,59991905
UnSc1380,1492,5344,chrUn,24675333,24680676,unknown,chrUn,61109757,61115100
UnSc1394,1506,5336,chrUn,24681677,24687012,unknown,chrUn,61192586,61197921
UnSc1412,1524,5323,chrUn,24688013,24693335,unknown,chrUn,61295608,61300930
UnSc1220,1332,5322,chrUn,24694336,24699657,unknown,chrUn,60123508,60128829
UnSc1202,1314,5320,chrUn,24700658,24705977,unknown,chrUn,60007422,60012741
UnSc1203,1315,5319,chrUn,24706978,24712296,unknown,chrUn,60013742,60019060
UnSc1204,1316,5317,chrUn,24713297,24718613,unknown,chrUn,60020061,60025377
UnSc1205,1317,5314,chrUn,24719614,24724927,unknown,chrUn,60026378,60031691
UnSc1206,1318,5313,chrUn,24725928,24731240,unknown,chrUn,60032692,60038004
UnSc1207,1319,5311,chrUn,24732241,24737551,unknown,chrUn,60039005,60044315
UnSc1209,1321,5305,chrUn,24738552,24743856,unknown,chrUn,60051722,60057026
UnSc1211,1323,5303,chrUn,24744857,24750159,unknown,chrUn,60065075,60070377
UnSc1230,1342,5295,chrUn,24751160,24756454,unknown,chrUn,60187980,60193274
UnSc1213,1325,5288,chrUn,24757455,24762742,unknown,chrUn,60078450,60083737
UnSc1358,1470,5287,chrUn,24763743,24769029,unknown,chrUn,60977331,60982617
UnSc1214,1326,5277,chrUn,24770030,24775306,unknown,chrUn,60084738,60090014
UnSc1359,1471,5277,chrUn,24776307,24781583,unknown,chrUn,60983618,60988894
UnSc1392,1504,5273,chrUn,24782584,24787856,unknown,chrUn,61180319,61185591
UnSc1216,1328,5264,chrUn,24788857,24794120,unknown,chrUn,60097435,60102698
UnSc1386,1498,5259,chrUn,24795121,24800379,unknown,chrUn,61143403,61148661
UnSc1217,1329,5256,chrUn,24801380,24806635,unknown,chrUn,60103699,60108954
UnSc1357,1469,5256,chrUn,24807636,24812891,unknown,chrUn,60971075,60976330
UnSc1429,1541,5244,chrUn,24813892,24819135,unknown,chrUn,61397241,61402484
UnSc1389,1501,5240,chrUn,24820136,24825375,unknown,chrUn,61161759,61166998
UnSc1219,1331,5228,chrUn,24826376,24831603,unknown,chrUn,60117280,60122507
UnSc1265,1377,5227,chrUn,24832604,24837830,unknown,chrUn,60407067,60412293
UnSc1245,1357,5223,chrUn,24838831,24844053,unknown,chrUn,60281410,60286632
UnSc1282,1394,5223,chrUn,24845054,24850276,unknown,chrUn,60515829,60521051
UnSc1354,1466,5222,chrUn,24851277,24856498,unknown,chrUn,60951447,60956668
UnSc1291,1403,5217,chrUn,24857499,24862715,unknown,chrUn,60570858,60576074
UnSc1401,1513,5214,chrUn,24863716,24868929,unknown,chrUn,61232132,61237345
UnSc1248,1360,5209,chrUn,24869930,24875138,unknown,chrUn,60300379,60305587
UnSc1222,1334,5208,chrUn,24876139,24881346,unknown,chrUn,60136508,60141715
UnSc1223,1335,5207,chrUn,24882347,24887553,unknown,chrUn,60142716,60147922
UnSc1224,1336,5204,chrUn,24888554,24893757,unknown,chrUn,60148923,60154126
UnSc1225,1337,5203,chrUn,24894758,24899960,unknown,chrUn,60155127,60160329
UnSc1228,1340,5198,chrUn,24900961,24906158,unknown,chrUn,60175586,60180783
UnSc1229,1341,5196,chrUn,24907159,24912354,unknown,chrUn,60181784,60186979
UnSc1312,1424,5191,chrUn,24913355,24918545,unknown,chrUn,60699605,60704795
UnSc1444,1556,5190,chrUn,24919546,24924735,unknown,chrUn,61479098,61484287
UnSc1231,1343,5187,chrUn,24925736,24930922,unknown,chrUn,60194275,60199461
UnSc1232,1344,5184,chrUn,24931923,24937106,unknown,chrUn,60200462,60205645
UnSc1264,1376,5184,chrUn,24938107,24943290,unknown,chrUn,60400883,60406066
UnSc1233,1345,5180,chrUn,24944291,24949470,unknown,chrUn,60206646,60211825
UnSc1234,1346,5178,chrUn,24950471,24955648,unknown,chrUn,60212826,60218003
UnSc1235,1347,5177,chrUn,24956649,24961825,unknown,chrUn,60219004,60224180
UnSc1253,1365,5171,chrUn,24962826,24967996,unknown,chrUn,60332199,60337369
UnSc1351,1463,5163,chrUn,24968997,24974159,unknown,chrUn,60932304,60937466
UnSc1236,1348,5159,chrUn,24975160,24980318,unknown,chrUn,60225181,60230339
UnSc1403,1515,5147,chrUn,24981319,24986465,unknown,chrUn,61244706,61249852
UnSc1397,1509,5146,chrUn,24987466,24992611,unknown,chrUn,61210268,61215413
UnSc1268,1380,5145,chrUn,24993612,24998756,unknown,chrUn,60426304,60431448
UnSc1438,1550,5142,chrUn,24999757,25004898,unknown,chrUn,61445861,61451002
UnSc1239,1351,5137,chrUn,25005899,25011035,unknown,chrUn,60244643,60249779
UnSc1474,1586,5137,chrUn,25012036,25017172,unknown,chrUn,61648763,61653899
UnSc1240,1352,5136,chrUn,25018173,25023308,unknown,chrUn,60250780,60255915
UnSc1315,1427,5136,chrUn,25024309,25029444,unknown,chrUn,60718208,60723343
UnSc1241,1353,5135,chrUn,25030445,25035579,unknown,chrUn,60256916,60262050
UnSc1462,1574,5131,chrUn,25036580,25041710,unknown,chrUn,61586367,61591497
UnSc1333,1445,5124,chrUn,25042711,25047834,unknown,chrUn,60823470,60828593
UnSc1242,1354,5123,chrUn,25048835,25053957,unknown,chrUn,60263051,60268173
UnSc1400,1512,5123,chrUn,25054958,25060080,unknown,chrUn,61226009,61231131
UnSc1243,1355,5119,chrUn,25061081,25066199,unknown,chrUn,60269174,60274292
UnSc1244,1356,5117,chrUn,25067200,25072316,unknown,chrUn,60275293,60280409
UnSc1271,1383,5111,chrUn,25073317,25078427,unknown,chrUn,60447261,60452371
UnSc1533,1645,5111,chrUn,25079428,25084538,unknown,chrUn,61942327,61947437
UnSc1246,1358,5106,chrUn,25085539,25090644,unknown,chrUn,60287633,60292738
UnSc1260,1372,5096,chrUn,25091645,25096740,unknown,chrUn,60376086,60381181
UnSc1446,1558,5093,chrUn,25097741,25102833,unknown,chrUn,61491192,61496284
UnSc1456,1568,5092,chrUn,25103834,25108925,unknown,chrUn,61550179,61555270
UnSc1303,1415,5085,chrUn,25109926,25115010,unknown,chrUn,60643900,60648984
UnSc1250,1362,5080,chrUn,25116011,25121090,unknown,chrUn,60313292,60318371
UnSc1251,1363,5079,chrUn,25122091,25127169,unknown,chrUn,60319372,60324450
UnSc1342,1454,5071,chrUn,25128170,25133240,unknown,chrUn,60879562,60884632
UnSc1493,1605,5066,chrUn,25134241,25139306,unknown,chrUn,61747885,61752950
UnSc1286,1398,5051,chrUn,25140307,25145357,unknown,chrUn,60539485,60544535
UnSc1255,1367,5042,chrUn,25146358,25151399,unknown,chrUn,60345075,60350116
UnSc1326,1438,5040,chrUn,25152400,25157439,unknown,chrUn,60781548,60786587
UnSc1256,1368,5038,chrUn,25158440,25163477,unknown,chrUn,60351117,60356154
UnSc1420,1532,5034,chrUn,25164478,25169511,unknown,chrUn,61339158,61344191
UnSc1308,1420,5030,chrUn,25170512,25175541,unknown,chrUn,60676361,60681390
UnSc1257,1369,5025,chrUn,25176542,25181566,unknown,chrUn,60357155,60362179
UnSc1267,1379,5023,chrUn,25182567,25187589,unknown,chrUn,60420281,60425303
UnSc1459,1571,5015,chrUn,25188590,25193604,unknown,chrUn,61565420,61570434
UnSc1259,1371,5007,chrUn,25194605,25199611,unknown,chrUn,60370079,60375085
UnSc1451,1563,5006,chrUn,25200612,25205617,unknown,chrUn,61520445,61525450
UnSc1499,1611,5001,chrUn,25206618,25211618,unknown,chrUn,61776331,61781331
UnSc1384,1496,5000,chrUn,25212619,25217618,unknown,chrUn,61131757,61136756
UnSc1350,1462,4995,chrUn,25218619,25223613,unknown,chrUn,60926309,60931303
UnSc1356,1468,4994,chrUn,25224614,25229607,unknown,chrUn,60965081,60970074
